WARNING: unknown options '-m tpr2.8.pp'
Nr.	Sequence	Len	Score	P-value	E-value	Probab	#	Description	pos:score ...
2032	AGM98259.1	 292	  25.1	 2.9E-08	 1.6E-04 	 63.63%	 4	transcriptional regulator [Streptococcus iniae SF1]	  112: 1.6e-04  150: 4.3e-03  195: 6.9e-05  235: 3.8e-03
2033	AHY17180.1	 292	  25.1	 2.9E-08	 1.6E-04 	 63.63%	 4	XRE family transcriptional regulator [Streptococcus iniae]	  112: 1.6e-04  150: 4.3e-03  195: 6.9e-05  235: 3.8e-03
2034	ASL34292.1	 292	  25.1	 2.9E-08	 1.6E-04 	 63.63%	 4	transcriptional regulator [Streptococcus iniae]	  112: 1.6e-04  150: 4.3e-03  195: 6.9e-05  235: 3.8e-03
2035	ATX39240.1	 292	  25.1	 2.9E-08	 1.6E-04 	 63.63%	 4	hypothetical protein CTW00_01058 [Streptococcus iniae]	  112: 1.6e-04  150: 4.3e-03  195: 6.9e-05  235: 3.8e-03
2036	QQK79419.1	 289	  25.0	 2.9E-08	 1.7E-04 	 63.47%	 3	helix-turn-helix domain-containing protein [Salicibibacter cibi]	  115: 4.5e-04  157: 2.8e-03  199: 2.2e-06
2037	ADC87457.1	 485	  24.9	 3.1E-08	 1.8E-04 	 62.08%	 2	Putative membrane peptidase [Staphylococcus lugdunensis HKU09-01]	  400: 2.2e-04  434: 7.5e-08
2038	CCB53844.1	 485	  24.9	 3.1E-08	 1.8E-04 	 62.08%	 2	rhomboid family protein [Staphylococcus lugdunensis N920143]	  400: 2.2e-04  434: 7.5e-08
2039	AMG60594.1	 485	  24.9	 3.1E-08	 1.8E-04 	 62.08%	 2	rhomboid family intramembrane serine protease [Staphylococcus lugdunensis]	  400: 2.2e-04  434: 7.5e-08
2040	AMG63218.1	 485	  24.9	 3.1E-08	 1.8E-04 	 62.08%	 2	rhomboid family intramembrane serine protease [Staphylococcus lugdunensis]	  400: 2.2e-04  434: 7.5e-08
2041	ARB77706.1	 485	  24.9	 3.1E-08	 1.8E-04 	 62.08%	 2	rhomboid family intramembrane serine protease [Staphylococcus lugdunensis]	  400: 2.2e-04  434: 7.5e-08
2042	AST60138.1	 485	  24.9	 3.1E-08	 1.8E-04 	 62.08%	 2	rhomboid family intramembrane serine protease [Staphylococcus lugdunensis]	  400: 2.2e-04  434: 7.5e-08
2043	ATG68835.1	 485	  24.9	 3.1E-08	 1.8E-04 	 62.08%	 2	rhomboid family intramembrane serine protease [Staphylococcus lugdunensis]	  400: 2.2e-04  434: 7.5e-08
2044	ATH59989.1	 482	  24.9	 3.1E-08	 1.8E-04 	 62.28%	 3	rhomboid family intramembrane serine protease [Staphylococcus nepalensis]	  366: 6.9e-04  400: 1.9e-03  434: 3.5e-07
2045	ATH65081.1	 482	  24.9	 3.1E-08	 1.8E-04 	 62.28%	 3	rhomboid family intramembrane serine protease [Staphylococcus nepalensis]	  366: 6.9e-04  400: 1.9e-03  434: 3.5e-07
2046	ATN14088.1	 485	  24.9	 3.1E-08	 1.8E-04 	 62.08%	 2	rhomboid family intramembrane serine protease [Staphylococcus lugdunensis]	  400: 2.2e-04  434: 7.5e-08
2047	AWI44447.1	 482	  24.9	 3.1E-08	 1.8E-04 	 62.28%	 3	rhomboid family intramembrane serine protease [Staphylococcus nepalensis]	  366: 6.9e-04  400: 1.9e-03  434: 3.5e-07
2048	QEX35421.1	 485	  24.9	 3.1E-08	 1.8E-04 	 62.08%	 2	rhomboid family intramembrane serine protease [Staphylococcus lugdunensis]	  400: 2.2e-04  434: 7.5e-08
2049	QEX33913.1	 485	  24.9	 3.1E-08	 1.8E-04 	 62.08%	 2	rhomboid family intramembrane serine protease [Staphylococcus lugdunensis]	  400: 2.2e-04  434: 7.5e-08
2050	QEX31225.1	 485	  24.9	 3.1E-08	 1.8E-04 	 62.08%	 2	rhomboid family intramembrane serine protease [Staphylococcus lugdunensis]	  400: 2.2e-04  434: 7.5e-08
2051	QEX28628.1	 485	  24.9	 3.1E-08	 1.8E-04 	 62.08%	 2	rhomboid family intramembrane serine protease [Staphylococcus lugdunensis]	  400: 2.2e-04  434: 7.5e-08
2052	QEX25842.1	 485	  24.9	 3.1E-08	 1.8E-04 	 62.08%	 2	rhomboid family intramembrane serine protease [Staphylococcus lugdunensis]	  400: 2.2e-04  434: 7.5e-08
2053	QEX38825.1	 485	  24.9	 3.1E-08	 1.8E-04 	 62.08%	 2	rhomboid family intramembrane serine protease [Staphylococcus lugdunensis]	  400: 2.2e-04  434: 7.5e-08
2054	QHP96905.1	 485	  24.9	 3.1E-08	 1.8E-04 	 62.08%	 2	rhomboid family intramembrane serine protease [Staphylococcus lugdunensis]	  400: 2.2e-04  434: 7.5e-08
2055	BBN85356.1	 485	  24.9	 3.1E-08	 1.8E-04 	 62.08%	 2	hypothetical protein MRSL_14500 [Staphylococcus lugdunensis]	  400: 2.2e-04  434: 7.5e-08
2056	QOR95290.1	 485	  24.9	 3.1E-08	 1.8E-04 	 62.08%	 2	rhomboid family intramembrane serine protease [Staphylococcus lugdunensis]	  400: 2.2e-04  434: 7.5e-08
2057	QRF15422.1	 485	  24.9	 3.1E-08	 1.8E-04 	 62.08%	 2	rhomboid family intramembrane serine protease [Staphylococcus lugdunensis]	  400: 2.2e-04  434: 7.5e-08
2058	SQE71682.1	 485	  24.9	 3.1E-08	 1.8E-04 	 62.08%	 2	membrane peptidase [Staphylococcus lugdunensis]	  400: 2.2e-04  434: 7.5e-08
2059	SQI93548.1	 485	  24.9	 3.1E-08	 1.8E-04 	 62.08%	 2	membrane peptidase [Staphylococcus lugdunensis]	  400: 2.2e-04  434: 7.5e-08
2060	AFQ44632.1	 259	  24.9	 3.2E-08	 1.8E-04 	 61.66%	 2	hypothetical protein Desmer_2721 [Desulfosporosinus meridiei DSM 13257]	  151: 1.7e-04  205: 2.3e-04
2061	AVQ33080.1	 479	  24.9	 3.3E-08	 1.9E-04 	 61.23%	 3	rhomboid family intramembrane serine protease [Staphylococcus muscae]	  366: 8.6e-05  400: 2.6e-03  434: 2.2e-06
2062	SNW02492.1	 479	  24.9	 3.3E-08	 1.9E-04 	 61.23%	 3	rhomboid family protein [Staphylococcus muscae]	  366: 8.6e-05  400: 2.6e-03  434: 2.2e-06
2063	QQT16343.1	 482	  24.8	 3.4E-08	 1.9E-04 	 60.81%	 3	rhomboid family intramembrane serine protease [Mammaliicoccus vitulinus]	  366: 4.4e-03  400: 2.2e-03  434: 5.7e-08
2064	CDM68722.1	 366	  24.7	 3.8E-08	 2.2E-04 	 58.86%	 2	Hypothetical protein CM240_1564 [Clostridium bornimense]	  214: 5.3e-04  281: 8.0e-05
2065	AUI70809.1	 270	  24.7	 3.8E-08	 2.2E-04 	 59.02%	 3	hypothetical protein LA20249_00700 [Lactobacillus alimentarius DSM 20249]	  111: 2.1e-03  151: 9.6e-05  191: 2.3e-05
2066	AKL91993.1	 487	  24.6	 4.0E-08	 2.3E-04 	 58.07%	 3	Rhomboid protease GluP [Staphylococcus capitis subsp. capitis]	  367: 9.5e-03  401: 1.9e-03  435: 3.8e-08
2067	ARM72592.1	 320	  24.5	 4.1E-08	 2.4E-04 	 57.50%	 3	hypothetical protein LMxysn_0957 [Listeria monocytogenes]	  124: 4.1e-04  163: 2.7e-03  201: 2.4e-06
2068	ASF40069.1	 326	  24.5	 4.1E-08	 2.4E-04 	 57.41%	 2	hypothetical protein CEH05_13335 [Halobacillus halophilus]	   15: 1.8e-04   49: 3.0e-07
2069	ATH62549.1	 484	  24.3	 4.7E-08	 2.7E-04 	 55.25%	 3	rhomboid family intramembrane serine protease [Staphylococcus pasteuri]	  367: 5.7e-04  401: 2.2e-03  435: 5.6e-07
2070	QDW84486.1	 484	  24.3	 4.7E-08	 2.7E-04 	 55.25%	 3	rhomboid family intramembrane serine protease [Staphylococcus pasteuri]	  367: 5.7e-04  401: 2.2e-03  435: 5.6e-07
2071	QQN52985.1	 484	  24.3	 4.7E-08	 2.7E-04 	 55.25%	 3	rhomboid family intramembrane serine protease [Staphylococcus pasteuri]	  367: 5.7e-04  401: 2.2e-03  435: 5.6e-07
2072	QQT11485.1	 484	  24.3	 4.7E-08	 2.7E-04 	 55.25%	 3	rhomboid family intramembrane serine protease [Staphylococcus pasteuri]	  367: 5.7e-04  401: 2.2e-03  435: 5.6e-07
2073	QQT20817.1	 484	  24.3	 4.7E-08	 2.7E-04 	 55.25%	 3	rhomboid family intramembrane serine protease [Staphylococcus pasteuri]	  367: 5.7e-04  401: 2.2e-03  435: 5.6e-07
2074	QRO84672.1	 482	  24.3	 4.7E-08	 2.7E-04 	 55.23%	 3	rhomboid family intramembrane serine protease [Mammaliicoccus vitulinus]	  366: 4.4e-03  400: 3.1e-03  434: 5.7e-08
2075	QTN11933.1	 482	  24.3	 4.7E-08	 2.7E-04 	 55.23%	 3	rhomboid family intramembrane serine protease [Mammaliicoccus vitulinus]	  366: 4.4e-03  400: 3.1e-03  434: 5.7e-08
2076	ALM57165.1	 485	  24.3	 4.8E-08	 2.7E-04 	 54.88%	 3	membrane protein [Staphylococcus equorum]	  366: 7.3e-04  400: 5.5e-04  434: 1.7e-06
2077	ANK37193.1	 485	  24.3	 4.8E-08	 2.7E-04 	 54.88%	 3	hypothetical protein AOB58_391 [Staphylococcus sp. AntiMn-1]	  366: 7.3e-04  400: 5.5e-04  434: 1.7e-06
2078	ANR68223.1	 485	  24.3	 4.8E-08	 2.7E-04 	 54.88%	 3	rhomboid family intramembrane serine protease [Staphylococcus equorum]	  366: 7.3e-04  400: 5.5e-04  434: 1.7e-06
2079	QPT00802.1	 485	  24.3	 4.8E-08	 2.7E-04 	 54.96%	 3	rhomboid family intramembrane serine protease [Staphylococcus equorum]	  366: 7.3e-04  400: 5.5e-04  434: 1.7e-06
2080	QQB60653.1	 485	  24.3	 4.8E-08	 2.7E-04 	 54.88%	 3	rhomboid family intramembrane serine protease [Staphylococcus equorum]	  366: 7.3e-04  400: 5.5e-04  434: 1.7e-06
2081	QQT18605.1	 485	  24.3	 4.8E-08	 2.7E-04 	 54.96%	 3	rhomboid family intramembrane serine protease [Staphylococcus equorum]	  366: 7.3e-04  400: 5.5e-04  434: 1.7e-06
2082	QQT23975.1	 485	  24.3	 4.8E-08	 2.7E-04 	 54.88%	 3	rhomboid family intramembrane serine protease [Staphylococcus equorum]	  366: 7.3e-04  400: 5.5e-04  434: 1.7e-06
2083	QSW20236.1	 355	  24.3	 4.9E-08	 2.8E-04 	 54.58%	 2	glycosyltransferase family 2 protein [Clostridium gasigenes]	  262: 8.6e-06  315: 6.3e-03
2084	QRA17902.1	 485	  24.3	 5.0E-08	 2.9E-04 	 54.14%	 3	rhomboid family intramembrane serine protease [Staphylococcus pseudoxylosus]	  366: 9.4e-04  400: 6.8e-03  434: 1.2e-07
2085	QSY52876.1	 486	  24.2	 5.1E-08	 2.9E-04 	 53.66%	 3	rhomboid family intramembrane serine protease [Staphylococcus simiae]	  367: 2.8e-03  401: 2.7e-02  435: 1.6e-08
2086	AEI44647.1	 366	  24.1	 5.4E-08	 3.1E-04 	 52.73%	 3	hypothetical protein KNP414_06123 [Paenibacillus mucilaginosus KNP414]	  230: 2.3e-03  264: 2.3e-05  310: 1.3e-03
2087	QLK86070.1	 479	  24.1	 5.4E-08	 3.1E-04 	 52.69%	 3	rhomboid family intramembrane serine protease [Staphylococcus sp. 17KM0847]	  366: 6.0e-05  400: 4.2e-04  434: 3.1e-05
2088	AME04993.1	 320	  24.0	 6.0E-08	 3.4E-04 	 50.91%	 4	hypothetical protein AUL54_00980 [Bacillus sp. SDLI1]	  128: 7.4e-05  164: 8.2e-04  229: 1.6e-03  266: 2.2e-03
2089	AVQ36100.1	 480	  23.8	 6.6E-08	 3.8E-04 	 49.09%	 3	rhomboid family intramembrane serine protease [Staphylococcus kloosii]	  367: 6.4e-03  401: 2.7e-03  435: 6.6e-08
2090	QPM73999.1	 480	  23.8	 6.6E-08	 3.8E-04 	 49.09%	 3	rhomboid family intramembrane serine protease [Staphylococcus lloydii]	  367: 6.4e-03  401: 2.7e-03  435: 6.6e-08
2091	AUJ51238.1	 485	  23.8	 6.7E-08	 3.8E-04 	 49.02%	 2	rhomboid family intramembrane serine protease [Staphylococcus hominis subsp. hominis]	  400: 1.2e-04  434: 3.0e-07
2092	AYY67262.1	 485	  23.8	 6.7E-08	 3.8E-04 	 49.02%	 2	rhomboid family intramembrane serine protease [Staphylococcus hominis]	  400: 1.2e-04  434: 3.0e-07
2093	BBD89912.1	 487	  23.8	 6.7E-08	 3.8E-04 	 48.87%	 3	putative rhomboid protease GluP [Staphylococcus caprae]	  367: 4.0e-03  401: 3.5e-03  435: 7.6e-08
2094	BBD92404.1	 487	  23.8	 6.7E-08	 3.8E-04 	 48.87%	 3	putative rhomboid protease GluP [Staphylococcus caprae]	  367: 4.0e-03  401: 3.5e-03  435: 7.6e-08
2095	BBD94909.1	 487	  23.8	 6.7E-08	 3.8E-04 	 48.87%	 3	putative rhomboid protease GluP [Staphylococcus caprae]	  367: 4.0e-03  401: 3.5e-03  435: 7.6e-08
2096	QDW93888.1	 487	  23.8	 6.7E-08	 3.8E-04 	 48.87%	 3	rhomboid family intramembrane serine protease [Staphylococcus caprae]	  367: 4.0e-03  401: 3.5e-03  435: 7.6e-08
2097	QGR76521.1	 485	  23.8	 6.7E-08	 3.8E-04 	 49.02%	 2	rhomboid family intramembrane serine protease [Staphylococcus hominis]	  400: 1.2e-04  434: 3.0e-07
2098	QJE24639.1	 487	  23.8	 6.7E-08	 3.8E-04 	 48.87%	 3	rhomboid family intramembrane serine protease [Staphylococcus caprae]	  367: 4.0e-03  401: 3.5e-03  435: 7.6e-08
2099	QKH81484.1	 485	  23.8	 6.7E-08	 3.8E-04 	 49.02%	 2	rhomboid family intramembrane serine protease [Staphylococcus hominis]	  400: 1.2e-04  434: 3.0e-07
2100	AOG26650.1	 260	  23.8	 6.8E-08	 3.9E-04 	 48.52%	 2	hypothetical protein BBP16_07500 [Lactobacillus johnsonii]	  164: 2.8e-05  206: 5.5e-06
2101	AZZ66802.1	 260	  23.8	 6.8E-08	 3.9E-04 	 48.52%	 2	XRE family transcriptional regulator [Lactobacillus johnsonii]	  164: 2.8e-05  206: 5.5e-06
2102	QOX60677.1	 487	  23.7	 7.1E-08	 4.1E-04 	 47.87%	 3	rhomboid family intramembrane serine protease [Staphylococcus capitis]	  367: 3.1e-03  401: 1.9e-03  435: 1.8e-07
2103	BAP85811.1	 281	  23.7	 7.2E-08	 4.2E-04 	 47.51%	 4	XRE family transcriptional regulator [Lactobacillus hokkaidonensis JCM 18461]	  116: 4.3e-05  157: 7.8e-02  200: 5.4e-03  240: 6.0e-05
2104	QCX25174.1	 293	  23.7	 7.2E-08	 4.1E-04 	 47.63%	 3	helix-turn-helix transcriptional regulator [Lactobacillus futsaii]	  132: 1.7e-05  172: 5.8e-03  212: 6.7e-05
2105	AJG73648.1	 297	  23.7	 7.4E-08	 4.2E-04 	 47.23%	 3	helix-turn-helix family protein (plasmid) [Bacillus thuringiensis]	  115: 3.9e-03  157: 2.1e-03  200: 8.3e-07
2106	QKH22405.1	 297	  23.7	 7.4E-08	 4.2E-04 	 47.23%	 3	helix-turn-helix domain-containing protein (plasmid) [Bacillus thuringiensis]	  115: 3.9e-03  157: 2.1e-03  200: 8.3e-07
2107	QHT63426.1	 358	  23.7	 7.5E-08	 4.3E-04 	 46.81%	 2	glycosyltransferase family 2 protein [Paenibacillus sp. 12200R-189]	  190: 4.3e-05  316: 2.0e-03
2108	CUU48899.1	 363	  23.6	 7.7E-08	 4.4E-04 	 46.40%	 2	conserved protein of unknown function [Clostridium beijerinckii]	  237: 1.2e-05  271: 6.5e-06
2109	QPT05224.1	 481	  23.5	 8.2E-08	 4.7E-04 	 45.32%	 2	rhomboid family intramembrane serine protease [Staphylococcus auricularis]	  401: 7.0e-04  435: 6.5e-08
2110	BCU52416.1	 481	  23.5	 8.2E-08	 4.7E-04 	 45.32%	 2	rhomboid family intramembrane serine protease [Staphylococcus auricularis]	  401: 7.0e-04  435: 6.5e-08
2111	AET59960.1	 357	  23.5	 8.5E-08	 4.9E-04 	 44.77%	 3	glycosyltransferase [Paenibacillus terrae HPL-003]	  190: 4.5e-04  228: 2.2e-04  262: 3.7e-05
2112	ARQ04756.1	 475	  23.5	 8.6E-08	 4.9E-04 	 44.54%	 3	Rhomboid protease GluP [Macrococcus caseolyticus]	  361: 1.4e-03  395: 4.7e-03  429: 2.1e-07
2113	AUM64275.1	 449	  23.4	 8.7E-08	 5.0E-04 	 44.21%	 4	hypothetical protein C0R09_06865 [Brevibacillus laterosporus]	  199: 2.2e-03  238: 1.1e-03  274: 1.7e-05  311: 1.4e-03
2114	QQZ09933.1	 372	  23.4	 8.9E-08	 5.1E-04 	 43.96%	 4	helix-turn-helix transcriptional regulator [Bacillus vini]	   76: 1.9e-03  118: 2.0e-02  155: 5.6e-04  263: 3.0e-04
2115	SNV72973.1	 486	  23.4	 9.1E-08	 5.2E-04 	 43.52%	 3	Putative membrane peptidase, contains TPR repeat domain [Staphylococcus simiae]	  367: 2.5e-03  401: 2.7e-02  435: 3.2e-08
2116	AWX56510.1	 462	  23.2	 1.0E-07	 5.9E-04 	 41.49%	 3	XRE family transcriptional regulator [Brevibacillus brevis]	  121: 2.4e-05  162: 1.2e-01  198: 2.8e-06
2117	BBA93369.1	 291	  23.2	 1.0E-07	 5.8E-04 	 41.79%	 4	XRE family transcriptional regulator [Streptococcus ruminantium]	  112: 2.6e-03  150: 7.2e-03  190: 6.5e-04  230: 5.5e-05
2118	QFY03451.1	 294	  23.2	 1.0E-07	 5.8E-04 	 41.80%	 3	helix-turn-helix domain-containing protein (plasmid) [Bacillus cereus]	  115: 3.1e-04  157: 4.2e-04  200: 6.8e-05
2119	QHF55375.1	 291	  23.2	 1.0E-07	 5.8E-04 	 41.79%	 4	hypothetical protein BZG42_08490 [Streptococcus sp. DAT741]	  112: 2.6e-03  150: 7.2e-03  190: 6.5e-04  230: 5.5e-05
2120	AMY04686.1	 486	  23.1	 1.1E-07	 6.2E-04 	 40.63%	 3	rhomboid family intramembrane serine protease [Staphylococcus condimenti]	  366: 5.3e-03  400: 1.1e-03  434: 2.9e-07
2121	APR60926.1	 486	  23.1	 1.1E-07	 6.2E-04 	 40.63%	 3	rhomboid family intramembrane serine protease [Staphylococcus condimenti]	  366: 5.3e-03  400: 1.1e-03  434: 2.9e-07
2122	QQS83510.1	 486	  23.1	 1.1E-07	 6.2E-04 	 40.63%	 3	rhomboid family intramembrane serine protease [Staphylococcus condimenti]	  366: 5.3e-03  400: 1.1e-03  434: 2.9e-07
2123	QRP96441.1	 486	  23.1	 1.1E-07	 6.2E-04 	 40.63%	 3	rhomboid family intramembrane serine protease [Staphylococcus condimenti]	  366: 5.3e-03  400: 1.1e-03  434: 2.9e-07
2124	CUU49378.1	 400	  23.1	 1.1E-07	 6.4E-04 	 40.00%	 3	FMN-binding domain protein [Clostridium beijerinckii]	  104: 7.1e-05  191: 7.9e-04  232: 2.1e-03
2125	AAT53897.1	 384	  22.8	 1.3E-07	 7.6E-04 	 37.13%	 2	conserved hypothetical protein [Bacillus anthracis str. Sterne]	   23: 5.4e-03   68: 2.7e-05
2126	ACP12494.1	 384	  22.8	 1.3E-07	 7.6E-04 	 37.13%	 2	glycosyltransferase family 2 [Bacillus anthracis str. CDC 684]	   23: 5.4e-03   68: 2.7e-05
2127	AFH82994.1	 384	  22.8	 1.3E-07	 7.6E-04 	 37.13%	 2	Hypothetical Protein H9401_1608 [Bacillus anthracis str. H9401]	   23: 5.4e-03   68: 2.7e-05
2128	AHE83104.1	 384	  22.8	 1.3E-07	 7.6E-04 	 37.13%	 2	glycosyl transferase family 2 [Bacillus anthracis str. A16R]	   23: 5.4e-03   68: 2.7e-05
2129	AHE89005.1	 384	  22.8	 1.3E-07	 7.6E-04 	 37.13%	 2	glycosyl transferase family 2 [Bacillus anthracis str. A16]	   23: 5.4e-03   68: 2.7e-05
2130	BBB71890.1	 384	  22.8	 1.3E-07	 7.6E-04 	 37.13%	 2	hypothetical protein BAZ_01707 [Bacillus anthracis]	   23: 5.4e-03   68: 2.7e-05
2131	AHK37786.1	 384	  22.8	 1.3E-07	 7.6E-04 	 37.13%	 2	hypothetical protein BAPAT_1618 [Bacillus anthracis str. SVA11]	   23: 5.4e-03   68: 2.7e-05
2132	AIF56002.1	 384	  22.8	 1.3E-07	 7.6E-04 	 37.13%	 2	glycosyl transferase family 2 [Bacillus anthracis]	   23: 5.4e-03   68: 2.7e-05
2133	AIK30574.1	 384	  22.8	 1.3E-07	 7.6E-04 	 37.13%	 2	tetratricopeptide repeat family protein [Bacillus anthracis]	   23: 5.4e-03   68: 2.7e-05
2134	AIK65535.1	 384	  22.8	 1.3E-07	 7.6E-04 	 37.13%	 2	tetratricopeptide repeat family protein [Bacillus anthracis str. Vollum]	   23: 5.4e-03   68: 2.7e-05
2135	AIM10991.1	 384	  22.8	 1.3E-07	 7.6E-04 	 37.13%	 2	hypothetical protein BAHan_1846 [Bacillus anthracis]	   23: 5.4e-03   68: 2.7e-05
2136	AJG63450.1	 384	  22.8	 1.3E-07	 7.6E-04 	 37.13%	 2	tetratricopeptide repeat family protein [Bacillus anthracis]	   23: 5.4e-03   68: 2.7e-05
2137	AJG81525.1	 384	  22.8	 1.3E-07	 7.6E-04 	 37.13%	 2	tetratricopeptide repeat family protein [Bacillus anthracis]	   23: 5.4e-03   68: 2.7e-05
2138	AJG72715.1	 384	  22.8	 1.3E-07	 7.6E-04 	 37.13%	 2	tetratricopeptide repeat family protein [Bacillus anthracis]	   23: 5.4e-03   68: 2.7e-05
2139	AJG88885.1	 384	  22.8	 1.3E-07	 7.6E-04 	 37.13%	 2	tetratricopeptide repeat family protein [Bacillus anthracis]	   23: 5.4e-03   68: 2.7e-05
2140	AJH30470.1	 384	  22.8	 1.3E-07	 7.6E-04 	 37.13%	 2	tetratricopeptide repeat family protein [Bacillus anthracis]	   23: 5.4e-03   68: 2.7e-05
2141	AJH34747.1	 384	  22.8	 1.3E-07	 7.6E-04 	 37.13%	 2	tetratricopeptide repeat family protein [Bacillus anthracis]	   23: 5.4e-03   68: 2.7e-05
2142	AJH45288.1	 384	  22.8	 1.3E-07	 7.6E-04 	 37.13%	 2	tetratricopeptide repeat family protein [Bacillus anthracis str. Sterne]	   23: 5.4e-03   68: 2.7e-05
2143	AJH53261.1	 384	  22.8	 1.3E-07	 7.6E-04 	 37.13%	 2	tetratricopeptide repeat family protein [Bacillus anthracis]	   23: 5.4e-03   68: 2.7e-05
2144	AJH56879.1	 384	  22.8	 1.3E-07	 7.6E-04 	 37.13%	 2	tetratricopeptide repeat family protein [Bacillus anthracis]	   23: 5.4e-03   68: 2.7e-05
2145	AJH37922.1	 384	  22.8	 1.3E-07	 7.6E-04 	 37.13%	 2	tetratricopeptide repeat family protein [Bacillus anthracis]	   23: 5.4e-03   68: 2.7e-05
2146	AJI01864.1	 384	  22.8	 1.3E-07	 7.6E-04 	 37.13%	 2	tetratricopeptide repeat family protein [Bacillus anthracis str. V770-NP-1R]	   23: 5.4e-03   68: 2.7e-05
2147	AJH91075.1	 384	  22.8	 1.3E-07	 7.6E-04 	 37.13%	 2	tetratricopeptide repeat family protein [Bacillus anthracis]	   23: 5.4e-03   68: 2.7e-05
2148	AJH92520.1	 384	  22.8	 1.3E-07	 7.6E-04 	 37.13%	 2	tetratricopeptide repeat family protein [Bacillus anthracis]	   23: 5.4e-03   68: 2.7e-05
2149	AJI38355.1	 384	  22.8	 1.3E-07	 7.6E-04 	 37.13%	 2	tetratricopeptide repeat family protein [Bacillus anthracis]	   23: 5.4e-03   68: 2.7e-05
2150	AJG45662.1	 384	  22.8	 1.3E-07	 7.6E-04 	 37.13%	 2	tetratricopeptide repeat family protein [Bacillus anthracis str. Turkey32]	   23: 5.4e-03   68: 2.7e-05
2151	AJM80313.1	 384	  22.8	 1.3E-07	 7.6E-04 	 37.13%	 2	glycosyl transferase family 2 [Bacillus anthracis]	   23: 5.4e-03   68: 2.7e-05
2152	AMC03775.1	 384	  22.8	 1.3E-07	 7.6E-04 	 37.13%	 2	glycosyl transferase family 2 [Bacillus anthracis]	   23: 5.4e-03   68: 2.7e-05
2153	ANH85969.1	 384	  22.8	 1.3E-07	 7.6E-04 	 37.13%	 2	glycosyl transferase family 2 [Bacillus anthracis]	   23: 5.4e-03   68: 2.7e-05
2154	ANR04262.1	 384	  22.8	 1.3E-07	 7.6E-04 	 37.13%	 2	glycosyl transferase family 2 [Bacillus anthracis]	   23: 5.4e-03   68: 2.7e-05
2155	ANR09558.1	 384	  22.8	 1.3E-07	 7.6E-04 	 37.13%	 2	glycosyl transferase family 2 [Bacillus anthracis]	   23: 5.4e-03   68: 2.7e-05
2156	ANR14859.1	 384	  22.8	 1.3E-07	 7.6E-04 	 37.13%	 2	glycosyl transferase family 2 [Bacillus anthracis]	   23: 5.4e-03   68: 2.7e-05
2157	ANR20160.1	 384	  22.8	 1.3E-07	 7.6E-04 	 37.13%	 2	glycosyl transferase family 2 [Bacillus anthracis]	   23: 5.4e-03   68: 2.7e-05
2158	ANR25461.1	 384	  22.8	 1.3E-07	 7.6E-04 	 37.13%	 2	glycosyl transferase family 2 [Bacillus anthracis]	   23: 5.4e-03   68: 2.7e-05
2159	ANR30761.1	 384	  22.8	 1.3E-07	 7.6E-04 	 37.13%	 2	glycosyl transferase family 2 [Bacillus anthracis]	   23: 5.4e-03   68: 2.7e-05
2160	ANR36063.1	 384	  22.8	 1.3E-07	 7.6E-04 	 37.13%	 2	glycosyl transferase family 2 [Bacillus anthracis]	   23: 5.4e-03   68: 2.7e-05
2161	ANR41359.1	 384	  22.8	 1.3E-07	 7.6E-04 	 37.13%	 2	glycosyl transferase family 2 [Bacillus anthracis]	   23: 5.4e-03   68: 2.7e-05
2162	ANR46653.1	 384	  22.8	 1.3E-07	 7.6E-04 	 37.13%	 2	glycosyl transferase family 2 [Bacillus anthracis]	   23: 5.4e-03   68: 2.7e-05
2163	ANR51949.1	 384	  22.8	 1.3E-07	 7.6E-04 	 37.13%	 2	glycosyl transferase family 2 [Bacillus anthracis]	   23: 5.4e-03   68: 2.7e-05
2164	ANR57244.1	 384	  22.8	 1.3E-07	 7.6E-04 	 37.13%	 2	glycosyl transferase family 2 [Bacillus anthracis]	   23: 5.4e-03   68: 2.7e-05
2165	BAR77553.1	 384	  22.8	 1.3E-07	 7.6E-04 	 37.13%	 2	hypothetical protein BASH2_04146 [Bacillus anthracis]	   23: 5.4e-03   68: 2.7e-05
2166	AYF85536.1	 297	  22.8	 1.3E-07	 7.6E-04 	 37.13%	 3	XRE family transcriptional regulator (plasmid) [Bacillus thuringiensis]	  115: 4.0e-04  157: 4.2e-04  200: 6.8e-05
2167	QRJ65877.1	 487	  22.9	 1.3E-07	 7.4E-04 	 37.50%	 3	rhomboid family intramembrane serine protease [Staphylococcus saccharolyticus]	  367: 2.3e-03  401: 2.5e-03  435: 3.4e-07
2168	QRJ67617.1	 487	  22.9	 1.3E-07	 7.4E-04 	 37.50%	 3	rhomboid family intramembrane serine protease [Staphylococcus saccharolyticus]	  367: 2.3e-03  401: 2.5e-03  435: 3.4e-07
2169	BBK94537.1	 384	  22.8	 1.3E-07	 7.6E-04 	 37.13%	 2	hypothetical protein BAPCR_00553 [Bacillus anthracis]	   23: 5.4e-03   68: 2.7e-05
2170	BCB05880.1	 293	  22.9	 1.3E-07	 7.3E-04 	 37.73%	 4	transcriptional regulator [Bacillus sp. KH172YL63]	  116: 2.7e-03  157: 2.4e-02  200: 3.3e-04  240: 4.5e-05
