WARNING: unknown options '-m tpr2.8.pp'
Nr.	Sequence	Len	Score	P-value	E-value	Probab	#	Description	pos:score ...
1462	ARV98191.1	 371	  56.6	 9.0E-18	 3.2E-14 	100.00%	 6	Response regulator aspartate phosphatase [Bacillus subtilis subsp. subtilis]	  134: 5.9e-05  175: 3.6e-07  215: 6.3e-06  254: 7.4e-05  292: 5.2e-03  331: 8.3e-04
1463	ARW02269.1	 371	  56.6	 9.0E-18	 3.2E-14 	100.00%	 6	Response regulator aspartate phosphatase [Bacillus subtilis subsp. subtilis]	  134: 5.9e-05  175: 3.6e-07  215: 6.3e-06  254: 7.4e-05  292: 5.2e-03  331: 8.3e-04
1464	ASB56674.1	 371	  56.6	 9.0E-18	 3.2E-14 	100.00%	 6	Response regulator aspartate phosphatase [Bacillus subtilis subsp. subtilis]	  134: 5.9e-05  175: 3.6e-07  215: 6.3e-06  254: 7.4e-05  292: 5.2e-03  331: 8.3e-04
1465	QOK30060.1	 298	  56.6	 9.0E-18	 3.2E-14 	100.00%	 4	helix-turn-helix transcriptional regulator (plasmid) [Cytobacillus oceanisediminis]	  113: 3.1e-04  155: 2.1e-07  198: 2.8e-08  238: 2.5e-05
1466	ARZ61270.1	 362	  56.6	 9.4E-18	 3.3E-14 	100.00%	 7	hypothetical protein B7P25_05410 [Bacillus thuringiensis]	   91: 1.8e-03  131: 5.2e-03  172: 2.2e-05  212: 2.9e-07  246: 4.3e-06  288: 1.3e-01  322: 3.2e-04
1467	ASB66905.1	 359	  56.5	 9.5E-18	 3.3E-14 	100.00%	 5	Response regulator aspartate phosphatase [Bacillus velezensis]	   98: 5.2e-05  138: 1.6e-05  179: 1.7e-04  220: 4.3e-09  259: 1.5e-03
1468	AJI30188.1	 423	  56.5	 9.6E-18	 3.4E-14 	100.00%	 4	tetratricopeptide repeat family protein [Bacillus cereus E33L]	  189: 8.1e-06  229: 6.7e-07  270: 2.4e-09  308: 5.8e-04
1469	QTR77207.1	 370	  56.5	 9.7E-18	 3.4E-14 	100.00%	 7	tetratricopeptide repeat protein [Bacillus cytotoxicus]	   97: 5.7e-03  137: 5.8e-04  178: 1.1e-07  218: 6.1e-05  252: 2.3e-05  287: 3.9e-03  330: 2.0e-03
1470	QTR73494.1	 370	  56.5	 9.7E-18	 3.4E-14 	100.00%	 7	tetratricopeptide repeat protein [Bacillus cytotoxicus]	   97: 5.7e-03  137: 5.8e-04  178: 1.1e-07  218: 6.1e-05  252: 2.3e-05  287: 3.9e-03  330: 2.0e-03
1471	QTR72072.1	 370	  56.5	 9.7E-18	 3.4E-14 	100.00%	 7	tetratricopeptide repeat protein [Bacillus cytotoxicus]	   97: 5.7e-03  137: 5.8e-04  178: 1.1e-07  218: 6.1e-05  252: 2.3e-05  287: 3.9e-03  330: 2.0e-03
1472	QTR67687.1	 370	  56.5	 9.7E-18	 3.4E-14 	100.00%	 7	tetratricopeptide repeat protein [Bacillus cytotoxicus]	   97: 5.7e-03  137: 5.8e-04  178: 1.1e-07  218: 6.1e-05  252: 2.3e-05  287: 3.9e-03  330: 2.0e-03
1473	AZR80567.1	 364	  56.4	 1.0E-17	 3.7E-14 	100.00%	 5	hypothetical protein BtSCAC15_30885 (plasmid) [Bacillus thuringiensis]	   91: 7.2e-04  131: 5.2e-04  172: 1.7e-08  212: 1.1e-06  246: 1.3e-04
1474	AFQ11639.1	 363	  56.4	 1.1E-17	 3.8E-14 	100.00%	 7	Response regulator aspartate phosphatase [Bacillus cereus FRI-35]	   90: 1.0e-03  130: 1.9e-03  171: 4.1e-05  211: 7.1e-07  245: 6.2e-05  280: 7.2e-02  323: 3.2e-05
1475	AGA23719.1	 382	  56.4	 1.1E-17	 3.7E-14 	100.00%	 4	Response regulator aspartate phosphatase RapC [Bacillus subtilis subsp. subtilis str. BSP1]	  149: 1.2e-04  183: 4.3e-04  223: 1.4e-10  263: 2.0e-06
1476	AKI90846.1	 382	  56.4	 1.1E-17	 3.7E-14 	100.00%	 4	aspartate phosphatase [Bacillus subtilis]	  149: 1.2e-04  183: 4.3e-04  223: 1.4e-10  263: 2.0e-06
1477	AMM96983.1	 378	  56.3	 1.1E-17	 3.9E-14 	100.00%	 5	aspartate phosphatase [Bacillus pumilus]	   99: 1.2e-03  139: 4.5e-04  180: 2.2e-04  220: 3.0e-09  262: 2.2e-06
1478	AOC57064.1	 378	  56.3	 1.1E-17	 3.9E-14 	100.00%	 5	aspartate phosphatase [Bacillus pumilus]	   99: 1.2e-03  139: 4.5e-04  180: 2.2e-04  220: 3.0e-09  262: 2.2e-06
1479	ARW00646.1	 381	  56.3	 1.1E-17	 3.9E-14 	100.00%	 5	Response regulator aspartate phosphatase [Bacillus subtilis subsp. subtilis]	  101: 4.9e-03  141: 1.2e-04  182: 3.5e-06  222: 2.3e-09  262: 1.6e-04
1480	ARW04714.1	 381	  56.3	 1.1E-17	 3.9E-14 	100.00%	 5	Response regulator aspartate phosphatase [Bacillus subtilis subsp. subtilis]	  101: 4.9e-03  141: 1.2e-04  182: 3.5e-06  222: 2.3e-09  262: 1.6e-04
1481	ASB59124.1	 381	  56.3	 1.1E-17	 3.9E-14 	100.00%	 5	Response regulator aspartate phosphatase [Bacillus subtilis subsp. subtilis]	  101: 4.9e-03  141: 1.2e-04  182: 3.5e-06  222: 2.3e-09  262: 1.6e-04
1482	ASB68369.1	 382	  56.4	 1.1E-17	 3.7E-14 	100.00%	 4	Response regulator aspartate phosphatase [Bacillus subtilis subsp. subtilis]	  149: 1.2e-04  183: 4.3e-04  223: 1.4e-10  263: 2.0e-06
1483	ASZ60161.1	 382	  56.4	 1.1E-17	 3.7E-14 	100.00%	 4	aspartate phosphatase [Bacillus subtilis]	  149: 1.2e-04  183: 4.3e-04  223: 1.4e-10  263: 2.0e-06
1484	AYK66374.1	 382	  56.4	 1.1E-17	 3.7E-14 	100.00%	 4	tetratricopeptide repeat protein [Bacillus subtilis subsp. subtilis]	  149: 1.2e-04  183: 4.3e-04  223: 1.4e-10  263: 2.0e-06
1485	AZV52033.1	 378	  56.3	 1.1E-17	 3.9E-14 	100.00%	 5	tetratricopeptide repeat protein [Bacillus pumilus]	   99: 1.2e-03  139: 4.5e-04  180: 2.2e-04  220: 3.0e-09  262: 2.2e-06
1486	QAV90289.1	 381	  56.3	 1.1E-17	 3.9E-14 	100.00%	 5	tetratricopeptide repeat protein [Bacillus subtilis]	  101: 4.9e-03  141: 1.2e-04  182: 3.5e-06  222: 2.3e-09  262: 1.6e-04
1487	QAW06072.1	 381	  56.3	 1.1E-17	 3.9E-14 	100.00%	 5	tetratricopeptide repeat protein [Bacillus subtilis]	  101: 4.9e-03  141: 1.2e-04  182: 3.5e-06  222: 2.3e-09  262: 1.6e-04
1488	QAW07080.1	 382	  56.4	 1.1E-17	 3.7E-14 	100.00%	 4	tetratricopeptide repeat protein [Bacillus subtilis]	  149: 1.2e-04  183: 4.3e-04  223: 1.4e-10  263: 2.0e-06
1489	QAW14198.1	 381	  56.3	 1.1E-17	 3.9E-14 	100.00%	 5	tetratricopeptide repeat protein [Bacillus subtilis]	  101: 4.9e-03  141: 1.2e-04  182: 3.5e-06  222: 2.3e-09  262: 1.6e-04
1490	QAW31766.1	 382	  56.4	 1.1E-17	 3.7E-14 	100.00%	 4	tetratricopeptide repeat protein [Bacillus subtilis]	  149: 1.2e-04  183: 4.3e-04  223: 1.4e-10  263: 2.0e-06
1491	QAW55867.1	 381	  56.3	 1.1E-17	 3.9E-14 	100.00%	 5	tetratricopeptide repeat protein [Bacillus subtilis]	  101: 4.9e-03  141: 1.2e-04  182: 3.5e-06  222: 2.3e-09  262: 1.6e-04
1492	QGH99361.1	 382	  56.4	 1.1E-17	 3.7E-14 	100.00%	 4	response regulator aspartate phosphatase RapC [Bacillus subtilis]	  149: 1.2e-04  183: 4.3e-04  223: 1.4e-10  263: 2.0e-06
1493	QGI36760.1	 381	  56.3	 1.1E-17	 3.9E-14 	100.00%	 5	response regulator aspartate phosphatase RapF [Bacillus subtilis]	  101: 4.9e-03  141: 1.2e-04  182: 3.5e-06  222: 2.3e-09  262: 1.6e-04
1494	QGI32603.1	 381	  56.3	 1.1E-17	 3.9E-14 	100.00%	 5	response regulator aspartate phosphatase RapF [Bacillus subtilis]	  101: 4.9e-03  141: 1.2e-04  182: 3.5e-06  222: 2.3e-09  262: 1.6e-04
1495	QHJ93207.1	 382	  56.4	 1.1E-17	 3.7E-14 	100.00%	 4	Response regulator aspartate phosphatase F [Bacillus subtilis]	  149: 1.2e-04  183: 4.3e-04  223: 1.4e-10  263: 2.0e-06
1496	QHK00297.1	 381	  56.3	 1.1E-17	 3.9E-14 	100.00%	 5	Response regulator aspartate phosphatase F [Bacillus subtilis]	  101: 4.9e-03  141: 1.2e-04  182: 3.5e-06  222: 2.3e-09  262: 1.6e-04
1497	QJC14938.1	 382	  56.4	 1.1E-17	 3.7E-14 	100.00%	 4	response regulator aspartate phosphatase RapC [Bacillus subtilis]	  149: 1.2e-04  183: 4.3e-04  223: 1.4e-10  263: 2.0e-06
1498	QLI78635.1	 378	  56.3	 1.1E-17	 3.9E-14 	100.00%	 5	tetratricopeptide repeat protein [Bacillus pumilus]	   99: 1.2e-03  139: 4.5e-04  180: 2.2e-04  220: 3.0e-09  262: 2.2e-06
1499	QNK36519.1	 381	  56.3	 1.1E-17	 3.9E-14 	100.00%	 5	response regulator aspartate phosphatase RapF [Bacillus subtilis subsp. subtilis]	  101: 4.9e-03  141: 1.2e-04  182: 3.5e-06  222: 2.3e-09  262: 1.6e-04
1500	QNP17530.1	 378	  56.3	 1.1E-17	 3.9E-14 	100.00%	 5	tetratricopeptide repeat protein [Bacillus pumilus]	   99: 1.2e-03  139: 4.5e-04  180: 2.2e-04  220: 3.0e-09  262: 2.2e-06
1501	AAK81615.1	 273	  56.2	 1.2E-17	 4.1E-14 	100.00%	 5	TPR-repeat-containing protein [Clostridium acetobutylicum ATCC 824]	    5: 1.6e-04   44: 2.6e-02   83: 1.3e-05  122: 3.0e-06  163: 7.6e-08
1502	AFQ19576.1	 364	  56.2	 1.2E-17	 4.4E-14 	100.00%	 6	Response regulator aspartate phosphatase (plasmid) [Bacillus thuringiensis HD-771]	   91: 9.4e-04  131: 1.9e-03  172: 4.1e-05  212: 7.1e-07  246: 3.2e-05  324: 1.4e-03
1503	AGI30901.1	 381	  56.2	 1.2E-17	 4.2E-14 	100.00%	 5	response regulator aspartate phosphatase [Bacillus subtilis subsp. subtilis str. BAB-1]	  101: 4.9e-03  141: 1.2e-04  182: 3.5e-06  222: 2.5e-09  262: 1.6e-04
1504	AIZ59873.1	 378	  56.2	 1.2E-17	 4.1E-14 	100.00%	 5	aspartate phosphatase [Bacillus sp. WP8]	   99: 1.4e-03  139: 4.6e-04  180: 1.9e-04  220: 3.0e-09  262: 2.2e-06
1505	AKD36962.1	 381	  56.2	 1.2E-17	 4.2E-14 	100.00%	 5	response regulator aspartate phosphatase [Bacillus subtilis HJ5]	  101: 4.9e-03  141: 1.2e-04  182: 3.5e-06  222: 2.5e-09  262: 1.6e-04
1506	AKI93906.1	 381	  56.2	 1.2E-17	 4.2E-14 	100.00%	 5	aspartate phosphatase [Bacillus subtilis]	  101: 4.9e-03  141: 1.2e-04  182: 3.5e-06  222: 2.5e-09  262: 1.6e-04
1507	ALS84149.1	 381	  56.2	 1.2E-17	 4.2E-14 	100.00%	 5	aspartate phosphatase [Bacillus subtilis subsp. subtilis]	  101: 4.9e-03  141: 1.2e-04  182: 3.5e-06  222: 2.5e-09  262: 1.6e-04
1508	ANS51709.1	 361	  56.2	 1.2E-17	 4.2E-14 	100.00%	 7	response regulator aspartate phosphatase K (plasmid) [Bacillus thuringiensis]	   95: 4.9e-03  135: 1.6e-04  176: 4.0e-07  216: 4.8e-05  250: 6.0e-05  288: 7.0e-02  328: 1.6e-04
1509	QGI06782.1	 381	  56.2	 1.2E-17	 4.2E-14 	100.00%	 5	response regulator aspartate phosphatase RapF [Bacillus subtilis]	  101: 4.9e-03  141: 1.2e-04  182: 3.5e-06  222: 2.5e-09  262: 1.6e-04
1510	QGU22821.1	 381	  56.2	 1.2E-17	 4.2E-14 	100.00%	 5	response regulator aspartate phosphatase RapF [Bacillus subtilis]	  101: 4.9e-03  141: 1.2e-04  182: 3.5e-06  222: 2.5e-09  262: 1.6e-04
1511	QVK14432.1	 381	  56.2	 1.2E-17	 4.2E-14 	100.00%	 5	response regulator aspartate phosphatase RapF [Bacillus subtilis]	  101: 4.9e-03  141: 1.2e-04  182: 3.5e-06  222: 2.5e-09  262: 1.6e-04
1512	QHM08265.1	 367	  56.1	 1.3E-17	 4.7E-14 	100.00%	 5	Response regulator aspartate phosphatase G (plasmid) [Bacillus subtilis]	   92: 1.1e-03  132: 2.0e-03  173: 2.4e-06  213: 1.9e-07  252: 1.2e-06
1513	QOY27542.1	 376	  56.1	 1.3E-17	 4.6E-14 	100.00%	 5	Response regulator aspartate phosphatase H [Bacillus velezensis]	   98: 5.2e-05  138: 1.6e-05  179: 1.7e-04  220: 4.3e-09  259: 1.5e-03
1514	QOY27684.1	 376	  56.1	 1.3E-17	 4.6E-14 	100.00%	 5	Response regulator aspartate phosphatase H [Bacillus velezensis]	   98: 5.2e-05  138: 1.6e-05  179: 1.7e-04  220: 4.3e-09  259: 1.5e-03
1515	QUN09369.1	 381	  56.1	 1.3E-17	 4.5E-14 	100.00%	 5	aspartate phosphatase [Bacillus amyloliquefaciens]	  101: 2.7e-03  141: 1.3e-03  182: 7.3e-06  222: 6.1e-09  262: 5.6e-06
1516	AFI30364.1	 381	  56.0	 1.4E-17	 5.0E-14 	100.00%	 4	response regulator aspartate phosphatase [Bacillus sp. JS]	  148: 5.2e-04  182: 2.6e-07  222: 4.2e-08  262: 3.3e-06
1517	AJO19827.1	 368	  56.0	 1.4E-17	 5.0E-14 	100.00%	 7	response regulator aspartate phosphatase [Bacillus paralicheniformis]	   93: 1.1e-04  133: 5.6e-06  174: 9.0e-04  214: 1.7e-07  253: 7.0e-03  291: 5.8e-02  327: 2.3e-04
1518	AKL77634.1	 315	  56.0	 1.4E-17	 4.8E-14 	100.00%	 5	response regulator aspartate phosphatase [Bacillus velezensis]	   82: 5.3e-05  122: 1.6e-05  163: 6.5e-04  204: 4.3e-09  243: 1.5e-03
1519	ARA87083.1	 368	  56.0	 1.4E-17	 5.0E-14 	100.00%	 7	hypothetical protein BLMD_17295 [Bacillus paralicheniformis]	   93: 1.1e-04  133: 5.6e-06  174: 9.0e-04  214: 1.7e-07  253: 7.0e-03  291: 5.8e-02  327: 2.3e-04
1520	ASZ63189.1	 381	  56.0	 1.4E-17	 4.8E-14 	100.00%	 4	aspartate phosphatase [Bacillus subtilis]	  148: 5.2e-04  182: 2.5e-07  222: 4.2e-08  262: 3.3e-06
1521	QSG00207.1	 368	  56.0	 1.4E-17	 5.0E-14 	100.00%	 7	transcriptional regulator [Bacillus paralicheniformis]	   93: 1.1e-04  133: 5.6e-06  174: 9.0e-04  214: 1.7e-07  253: 7.0e-03  291: 5.8e-02  327: 2.3e-04
1522	AYK65684.1	 381	  56.0	 1.4E-17	 4.8E-14 	100.00%	 4	tetratricopeptide repeat protein [Bacillus subtilis subsp. subtilis]	  148: 5.2e-04  182: 2.5e-07  222: 4.2e-08  262: 3.3e-06
1523	AYQ17857.1	 368	  56.0	 1.4E-17	 5.0E-14 	100.00%	 7	tetratricopeptide repeat protein [Bacillus paralicheniformis]	   93: 1.1e-04  133: 5.6e-06  174: 9.0e-04  214: 1.7e-07  253: 7.0e-03  291: 5.8e-02  327: 2.3e-04
1524	QAT47753.1	 381	  56.0	 1.4E-17	 4.8E-14 	100.00%	 4	tetratricopeptide repeat protein [Bacillus subtilis]	  148: 5.2e-04  182: 2.5e-07  222: 4.2e-08  262: 3.3e-06
1525	QAW10216.1	 381	  56.0	 1.4E-17	 4.8E-14 	100.00%	 4	tetratricopeptide repeat protein [Bacillus subtilis]	  148: 5.2e-04  182: 2.5e-07  222: 4.2e-08  262: 3.3e-06
1526	QAW35086.1	 381	  56.0	 1.4E-17	 4.8E-14 	100.00%	 4	tetratricopeptide repeat protein [Bacillus subtilis]	  148: 5.2e-04  182: 2.5e-07  222: 4.2e-08  262: 3.3e-06
1527	QEO04363.1	 368	  56.0	 1.4E-17	 5.0E-14 	100.00%	 7	tetratricopeptide repeat protein [Bacillus paralicheniformis]	   93: 1.1e-04  133: 5.6e-06  174: 9.0e-04  214: 1.7e-07  253: 7.0e-03  291: 5.8e-02  327: 2.3e-04
1528	QFY37388.1	 368	  56.0	 1.4E-17	 5.0E-14 	100.00%	 7	tetratricopeptide repeat protein [Bacillus paralicheniformis]	   93: 1.1e-04  133: 5.6e-06  174: 9.0e-04  214: 1.7e-07  253: 7.0e-03  291: 5.8e-02  327: 2.3e-04
1529	QRZ92620.1	 381	  56.0	 1.4E-17	 4.8E-14 	100.00%	 4	tetratricopeptide repeat protein [Bacillus sp. LJBS06]	  148: 5.2e-04  182: 2.5e-07  222: 4.2e-08  262: 3.3e-06
1530	BCE03854.1	 368	  56.0	 1.4E-17	 5.0E-14 	100.00%	 7	hypothetical protein RSC1_00011 [Bacillus paralicheniformis]	   93: 1.1e-04  133: 5.6e-06  174: 9.0e-04  214: 1.7e-07  253: 7.0e-03  291: 5.8e-02  327: 2.3e-04
1531	BCE10037.1	 368	  56.0	 1.4E-17	 5.0E-14 	100.00%	 7	hypothetical protein RSC2_01833 [Bacillus paralicheniformis]	   93: 1.1e-04  133: 5.6e-06  174: 9.0e-04  214: 1.7e-07  253: 7.0e-03  291: 5.8e-02  327: 2.3e-04
1532	BCE16224.1	 368	  56.0	 1.4E-17	 5.0E-14 	100.00%	 7	hypothetical protein RSC3_03580 [Bacillus paralicheniformis]	   93: 1.1e-04  133: 5.6e-06  174: 9.0e-04  214: 1.7e-07  253: 7.0e-03  291: 5.8e-02  327: 2.3e-04
1533	VEB20576.1	 368	  56.0	 1.4E-17	 5.0E-14 	100.00%	 7	response regulator aspartate phosphatase [Bacillus paralicheniformis]	   93: 1.1e-04  133: 5.6e-06  174: 9.0e-04  214: 1.7e-07  253: 7.0e-03  291: 5.8e-02  327: 2.3e-04
1534	AGF26510.1	 376	  55.9	 1.5E-17	 5.3E-14 	100.00%	 5	response regulator aspartate phosphatase [Bacillus amyloliquefaciens IT-45]	   98: 5.3e-05  138: 1.0e-05  179: 2.5e-04  220: 7.5e-09  259: 1.1e-03
1535	ANC11264.1	 357	  55.9	 1.5E-17	 5.3E-14 	100.00%	 4	aspartate phosphatase (plasmid) [Bacillus cereus]	  131: 6.8e-05  172: 5.7e-07  212: 1.6e-07  317: 1.5e-04
1536	ANC16971.1	 357	  55.9	 1.5E-17	 5.3E-14 	100.00%	 4	aspartate phosphatase (plasmid) [Bacillus cereus]	  131: 6.8e-05  172: 5.7e-07  212: 1.6e-07  317: 1.5e-04
1537	AUD24535.1	 357	  55.9	 1.5E-17	 5.3E-14 	100.00%	 4	tetratricopeptide repeat-containing protein [Bacillus sp. HBCD-sjtu]	  131: 5.0e-05  172: 4.5e-07  212: 2.8e-07  317: 1.5e-04
1538	QQF64546.1	 378	  55.9	 1.5E-17	 5.4E-14 	100.00%	 4	response regulator aspartate phosphatase RapA [Bacillus mojavensis]	  148: 1.1e-03  182: 4.4e-04  222: 9.6e-13  261: 4.8e-05
1539	AEB25198.1	 376	  55.8	 1.6E-17	 5.7E-14 	100.00%	 5	response regulator aspartate phosphatase [Bacillus amyloliquefaciens TA208]	   98: 5.1e-05  138: 1.6e-05  179: 1.7e-04  220: 7.5e-09  259: 1.1e-03
1540	AEB64710.1	 376	  55.8	 1.6E-17	 5.7E-14 	100.00%	 5	response regulator aspartate phosphatase [Bacillus amyloliquefaciens LL3]	   98: 5.1e-05  138: 1.6e-05  179: 1.7e-04  220: 7.5e-09  259: 1.1e-03
1541	AEK90237.1	 376	  55.8	 1.6E-17	 5.7E-14 	100.00%	 5	aspartate phosphatase response regulator [Bacillus amyloliquefaciens XH7]	   98: 5.1e-05  138: 1.6e-05  179: 1.7e-04  220: 7.5e-09  259: 1.1e-03
1542	ARW40207.1	 376	  55.8	 1.6E-17	 5.7E-14 	100.00%	 5	Response regulator aspartate phosphatase [Bacillus amyloliquefaciens]	   98: 5.1e-05  138: 1.6e-05  179: 1.7e-04  220: 7.5e-09  259: 1.1e-03
1543	AZV90350.1	 376	  55.8	 1.6E-17	 5.7E-14 	100.00%	 5	aspartate phosphatase [Bacillus amyloliquefaciens]	   98: 5.1e-05  138: 1.6e-05  179: 1.7e-04  220: 7.5e-09  259: 1.1e-03
1544	AMK74247.1	 381	  55.7	 1.7E-17	 6.1E-14 	100.00%	 5	aspartate phosphatase [Bacillus subtilis subsp. natto]	  101: 4.9e-03  141: 1.8e-04  182: 3.5e-06  222: 2.3e-09  262: 1.6e-04
1545	AOS00130.1	 381	  55.7	 1.7E-17	 6.1E-14 	100.00%	 5	Response regulator aspartate phosphatase [Bacillus subtilis]	  101: 4.9e-03  141: 1.8e-04  182: 3.5e-06  222: 2.3e-09  262: 1.6e-04
1546	API43965.1	 381	  55.7	 1.7E-17	 6.1E-14 	100.00%	 5	aspartate phosphatase [Bacillus subtilis]	  101: 4.9e-03  141: 1.8e-04  182: 3.5e-06  222: 2.3e-09  262: 1.6e-04
1547	API96931.1	 381	  55.7	 1.7E-17	 6.1E-14 	100.00%	 5	aspartate phosphatase [Bacillus subtilis]	  101: 4.9e-03  141: 1.8e-04  182: 3.5e-06  222: 2.3e-09  262: 1.6e-04
1548	ARI86374.1	 381	  55.7	 1.7E-17	 6.1E-14 	100.00%	 5	transcriptional regulator [Bacillus subtilis]	  101: 4.9e-03  141: 1.8e-04  182: 3.5e-06  222: 2.3e-09  262: 1.6e-04
1549	ASB95301.1	 381	  55.7	 1.7E-17	 6.1E-14 	100.00%	 5	Response regulator aspartate phosphatase [Bacillus subtilis subsp. subtilis]	  101: 4.9e-03  141: 1.8e-04  182: 3.5e-06  222: 2.3e-09  262: 1.6e-04
1550	AVL04741.1	 381	  55.7	 1.7E-17	 6.1E-14 	100.00%	 5	transcriptional regulator [Bacillus subtilis]	  101: 4.9e-03  141: 1.8e-04  182: 3.5e-06  222: 2.3e-09  262: 1.6e-04
1551	AYK78084.1	 381	  55.7	 1.7E-17	 6.1E-14 	100.00%	 5	transcriptional regulator [Bacillus subtilis subsp. subtilis]	  101: 4.9e-03  141: 1.8e-04  182: 3.5e-06  222: 2.3e-09  262: 1.6e-04
1552	AYK90917.1	 381	  55.7	 1.7E-17	 6.1E-14 	100.00%	 5	transcriptional regulator [Bacillus subtilis subsp. subtilis]	  101: 4.9e-03  141: 1.8e-04  182: 3.5e-06  222: 2.3e-09  262: 1.6e-04
1553	AYK87726.1	 381	  55.7	 1.7E-17	 6.1E-14 	100.00%	 5	transcriptional regulator [Bacillus subtilis subsp. subtilis]	  101: 4.9e-03  141: 1.8e-04  182: 3.5e-06  222: 2.3e-09  262: 1.6e-04
1554	AYK82957.1	 381	  55.7	 1.7E-17	 6.1E-14 	100.00%	 5	transcriptional regulator [Bacillus subtilis subsp. subtilis]	  101: 4.9e-03  141: 1.8e-04  182: 3.5e-06  222: 2.3e-09  262: 1.6e-04
1555	QFY86597.1	 381	  55.7	 1.7E-17	 6.1E-14 	100.00%	 5	transcriptional regulator [Bacillus subtilis]	  101: 4.9e-03  141: 1.8e-04  182: 3.5e-06  222: 2.3e-09  262: 1.6e-04
1556	QOR91272.1	 381	  55.7	 1.7E-17	 6.1E-14 	100.00%	 5	response regulator aspartate phosphatase RapF [Bacillus subtilis subsp. subtilis]	  101: 4.9e-03  141: 1.8e-04  182: 3.5e-06  222: 2.3e-09  262: 1.6e-04
1557	AIE37095.1	 371	  55.6	 1.8E-17	 6.3E-14 	100.00%	 5	response regulator aspartate phosphatase (plasmid) [Bacillus thuringiensis serovar kurstaki str. HD-1]	   98: 2.3e-04  138: 4.0e-04  179: 6.8e-09  219: 5.5e-07  253: 4.0e-03
1558	BAR87738.1	 371	  55.6	 1.8E-17	 6.3E-14 	100.00%	 5	response regulator aspartate phosphatase (plasmid) [Bacillus thuringiensis serovar tolworthi]	   98: 2.3e-04  138: 4.0e-04  179: 6.8e-09  219: 5.5e-07  253: 4.0e-03
1559	AXY11378.1	 364	  55.6	 1.8E-17	 6.4E-14 	100.00%	 5	hypothetical protein CUC43_32755 (plasmid) [Bacillus thuringiensis LM1212]	   91: 7.2e-04  131: 5.2e-04  172: 3.0e-08  212: 1.1e-06  246: 1.3e-04
1560	ALA53486.1	 366	  55.6	 1.9E-17	 6.6E-14 	100.00%	 5	response regulator aspartate phosphatase [Alkalihalobacillus clausii]	   94: 1.7e-04  134: 2.8e-05  174: 9.7e-06  212: 1.3e-05  251: 2.7e-06
1561	AJH72557.1	 371	  55.6	 1.9E-17	 6.6E-14 	100.00%	 4	TPR repeat family protein [Bacillus cereus ATCC 4342]	  138: 8.4e-07  179: 2.1e-08  219: 3.6e-05  253: 4.6e-05
1562	AVM23517.1	 378	  55.5	 1.9E-17	 6.8E-14 	100.00%	 5	tetratricopeptide repeat-containing protein [Bacillus pumilus]	   99: 1.2e-03  139: 3.2e-04  180: 2.2e-04  220: 3.0e-09  262: 5.3e-06
1563	QAR94600.1	 381	  55.6	 1.9E-17	 6.6E-14 	100.00%	 5	tetratricopeptide repeat protein [Bacillus subtilis]	  101: 4.9e-03  141: 1.8e-04  182: 3.5e-06  222: 2.5e-09  262: 1.6e-04
1564	QAT38178.1	 381	  55.6	 1.9E-17	 6.6E-14 	100.00%	 5	tetratricopeptide repeat protein [Bacillus subtilis]	  101: 4.9e-03  141: 1.8e-04  182: 3.5e-06  222: 2.5e-09  262: 1.6e-04
1565	QAV98080.1	 381	  55.6	 1.9E-17	 6.6E-14 	100.00%	 5	tetratricopeptide repeat protein [Bacillus subtilis]	  101: 4.9e-03  141: 1.8e-04  182: 3.5e-06  222: 2.5e-09  262: 1.6e-04
1566	QFY80053.1	 381	  55.6	 1.9E-17	 6.6E-14 	100.00%	 5	tetratricopeptide repeat protein [Bacillus subtilis]	  101: 4.9e-03  141: 1.8e-04  182: 3.5e-06  222: 2.5e-09  262: 1.6e-04
1567	QHH22012.1	 381	  55.6	 1.9E-17	 6.6E-14 	100.00%	 5	response regulator aspartate phosphatase RapF [Bacillus subtilis]	  101: 4.9e-03  141: 1.8e-04  182: 3.5e-06  222: 2.5e-09  262: 1.6e-04
1568	QHJ96394.1	 381	  55.6	 1.9E-17	 6.6E-14 	100.00%	 5	Response regulator aspartate phosphatase F [Bacillus subtilis]	  101: 4.9e-03  141: 1.8e-04  182: 3.5e-06  222: 2.5e-09  262: 1.6e-04
1569	QHM18793.1	 381	  55.6	 1.9E-17	 6.6E-14 	100.00%	 5	Response regulator aspartate phosphatase F [Bacillus subtilis]	  101: 4.9e-03  141: 1.8e-04  182: 3.5e-06  222: 2.5e-09  262: 1.6e-04
1570	QVR63866.1	 381	  55.6	 1.9E-17	 6.6E-14 	100.00%	 5	response regulator aspartate phosphatase RapF [Bacillus subtilis subsp. subtilis]	  101: 4.9e-03  141: 8.7e-05  182: 6.3e-06  222: 2.5e-09  262: 1.9e-04
1571	CAB15773.1	 381	  55.5	 2.0E-17	 7.1E-14 	100.00%	 5	response regulator aspartate phosphatase anti-activator of ComA [Bacillus subtilis subsp. subtilis str. 168]	  101: 4.9e-03  141: 1.8e-04  182: 3.5e-06  222: 2.3e-09  262: 1.9e-04
1572	AFQ59597.1	 381	  55.5	 2.0E-17	 7.1E-14 	100.00%	 5	Response regulator aspartate phosphatase [Bacillus subtilis QB928]	  101: 4.9e-03  141: 1.8e-04  182: 3.5e-06  222: 2.3e-09  262: 1.9e-04
